Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_load (N)
4070,8.2,5.7,11.4,5.3,9.9,29.5,29,2.83,-8.33,103.12,103.11,99.1,102.19,100.39,103.33,101.2,102.31,7,6.4,7,6,6.2,8,7.2,7.2,1.6,960,15017.2958984375
13885,18.7,5.1,30.5,4.1,21.9,27.5,30,25.39,0.31,99.38,98.41,153.72,156,141.39,146.02,102.2,103.43,6.8,7.2,8,8,7.4,8,6.6,7.2,1.8,938,22909.921875
14438,3.6,10.4,4,8.8,1.9,27.5,31.5,0,-4.3,116.09,114.75,87.99,102.62,97.42,121.1,80.95,92.68,7.8,8,6,7.6,7.8,7.6,6.6,7.4,1.4,928,16661.11328125
1171,10,9.7,28,10.2,6.3,34.5,31,-3.37,-5.4,97.71,98.89,102.99,104.04,96.72,94.59,109.56,108.2,7,7.4,6,6.2,6.4,7.4,6.8,7.8,1.8,986,18963.57421875
14268,2.1,3,2.6,0.1,1.1,26,28,3.91,2.81,94.96,106.56,86.53,104.12,97.8,107.41,91.59,98.5,7.6,7,6,7.2,8,6.8,7.2,6,1.8,906,19603.5078125
15669,0.2,7.3,0.4,0.2,0.4,34,25.5,0.56,0,71.61,103.23,108.5,120.15,92.78,113.26,93.75,67.9,6.4,7.2,7.8,7.8,6.8,7.6,7.4,7.2,1.8,1010,26797.451171875
1201,3.9,12.2,18.7,12.3,7.7,29,30.5,0.33,-0.72,96.09,95.1,99.18,104.56,96.38,97.6,95.82,93.26,7.4,6.4,6.2,7.2,6.6,6.2,8,6,1.7,1000,10094.826171875
4763,3,0.1,2.3,0.9,3.8,25,32.5,-3.02,0,65.71,98.05,103.51,105.26,100.69,102.92,99,60.32,6.6,7.4,6.4,6.2,6.4,7.4,7.2,6,1.4,1048,8876.1787109375
14305,5.3,3.3,13,7.8,7.6,27,26,2.63,1.99,100.79,98.2,103.17,102.57,102.25,97.12,98.29,99.7,6.6,7.6,7.4,7.6,7.6,8,6.6,6,1.3,1020,9187.341796875
3846,19.3,5.8,22.2,4.1,17.7,33,28.5,3.65,-8.03,97.07,98.69,98,96.63,101.61,100.7,97.61,98.59,7.6,7.2,6.4,7.6,6.6,8,7.4,7,1.6,1004,17340.921875
7838,2.1,1.5,1.1,2.1,6.5,30.5,26,3.04,0,67.37,98.59,102.92,93.73,111.49,99.3,101.7,99.59,6.8,6.6,6.6,6.2,6.8,7.2,8,6,1.8,966,25774.27734375
1039,3.8,2.1,0.9,0.8,9.3,29,30.5,3.2,0,68.04,96.53,99.88,94.96,111.38,100.5,100.4,100.28,6.8,6.4,7.2,6,6.4,6,7.8,7.2,1.8,926,19791.4921875
11725,8.2,10.3,12.2,6.5,4.7,28.5,29.5,20.96,-2.93,99.09,98.88,129.85,129,130.99,125.76,102.9,103.32,6.6,6.8,7.4,7.8,7.4,6.8,7,7.6,1.2,954,5874.7470703125
2891,7.6,4.2,0.6,3.7,2.3,30.5,27.5,4.34,0.75,102.69,106.15,100,96.83,107.78,90.42,111.11,107.14,6.8,6.6,7.4,7.6,6.6,7.4,7,6,1.2,902,9992.107421875
7985,18.1,8.3,18.7,7.1,15.6,33,28,3.49,-8.69,97.07,97.31,98.29,97.22,101.61,100.1,97.61,98.2,6.8,7.4,6.2,6.2,7.6,6.6,6.6,7.4,1.8,1026,12541.822265625
14075,2.6,7.9,1.8,2.9,2.8,32,26.5,0.57,0,69.62,102.52,110.56,120.03,93.16,112.36,95.46,68.38,7.4,7.4,7.6,6.4,6.8,8,6.4,6.8,1.2,914,7857.6201171875
16971,3.5,5.1,14.9,4.7,4,27,32,2.49,1.77,101.29,100.16,105.67,102.88,102.46,98.4,102.11,100.9,6.4,7.6,7.4,6,7,8,6,7,1.6,914,9253.2294921875
14213,1.1,6.9,21.9,8.3,1.3,28.5,26.5,0.25,0.92,102.01,98.67,100.78,99.3,98.4,103.52,95.59,101.92,7.4,6.8,6,7.6,8,8,7.6,6.8,1.2,1002,8428.021484375
12768,7.1,0.4,2.7,0.7,4,25,32.5,-3.3,0,65.97,96.79,105.06,101.34,103.12,100.69,96.92,60.26,7.4,7.8,8,6.6,6.8,6.6,6.6,7.4,1.7,912,22243.927734375
2702,5.6,4.1,2.2,5.3,5.1,33,32,3.59,5.74,100.3,91.11,102.81,99.29,101.36,96.82,97.58,98.5,6.8,7.4,6.4,7,7.6,6.4,7,6.2,1.4,956,13919.5185546875
1608,3,5.1,13.2,8.4,3.5,28.5,30,2.61,1.97,98.9,99.08,104.21,104.95,102.67,100.18,98.39,99.8,7.6,6.2,6.2,7.2,6.2,6.2,6.8,7.6,1.6,946,7872.2568359375
3538,6.3,0.1,3.9,4.3,2,34,26.5,4.21,6.14,101.2,90.65,100.16,99.38,101.67,98.88,97.48,100.6,6.6,8,8,6.2,6.6,7.2,6.2,6.4,1.4,1028,12313.0068359375
12689,8.9,6.1,10.6,5.5,7.6,26.5,34.5,2.63,-8.98,102.41,101.16,101.4,100.65,102.92,99.86,99.9,99.59,8,6.2,6.2,6.8,7,6.6,7,7.4,1.2,1014,5866.357421875
4663,1.1,9.7,8.1,15.3,3,28.5,30.5,-9.14,-0.99,10.06,82.38,100.06,90.49,93.07,80.69,106.02,11.86,7.8,6.4,6.6,6.6,6.4,6,6.6,7.8,1.3,1046,12690.0361328125
8044,4.8,3.9,22.6,4.9,5.5,27.5,28,0.26,0.95,100.08,97.5,100.19,99,97.52,104.45,95.02,105.66,6,7.4,6.8,7.8,7.4,7.8,6.6,7.8,1.5,966,13785.3662109375
10771,3.8,1.1,1.9,4.2,5.1,31.5,31,3.46,4.39,99.89,92.89,105.27,98.8,101.07,101.7,94.36,100.37,6.6,7.4,7,6.8,8,8,6.2,8,1.3,1058,9560.4033203125
2620,3,7.5,19.1,3.5,5,27.5,34.5,0.27,1.03,103.12,98.77,100.88,101.6,97.71,104.34,93.97,104.1,7.8,7.6,6.2,8,6.4,7.8,7.6,6,1.7,1026,11400.8330078125
1183,7.9,8.9,26.9,10.4,8.2,29.5,27,-3.75,-5.1,100.49,98.59,102.89,100.77,97.89,94.4,113,105.65,6.8,6,7.8,6.2,6,7.2,6.2,6.2,1.6,948,8412.2470703125
5443,2.1,4.5,2,5,2,27,33,1.86,-5.08,96.63,99.18,101.91,102.51,104.2,96.82,107.94,101.95,7.8,6.4,7.8,7.8,6.6,6.2,7.6,6.4,1.4,990,8769.20703125
7202,1,5.9,18,7,0.3,28,30,0.27,0.98,102.92,98.67,100.98,98.2,100.08,100.96,97.31,103.06,6.2,7.6,7.6,6.8,7.2,7.4,7.2,7.8,1.5,954,10761.421875
6611,15.7,9,22.4,3,14.2,33.5,27,3.21,-7.33,96.59,99.37,97.7,97.12,99.69,99.4,100,98.49,6,6.8,7.6,7.8,8,6.4,6.8,6.6,1.8,910,22611.08203125
6149,4.7,0.9,0.9,1.1,5.3,25,34.5,-2.83,0,65.71,97.95,103.2,102.06,102.62,100.18,98.7,61.23,6,7.4,7.8,6.8,8,7,7.8,8,1.6,944,17296.396484375
3101,8.1,13.9,21.6,16.4,11.5,25.5,30,0.29,-0.73,94.46,96.72,100.8,103.29,94.27,98.87,93.36,94.11,6.2,6,6.6,7.4,6.2,8,6.6,6.2,1.6,912,16481.640625
15814,4.8,2.2,0.5,1.2,8.3,29.5,31.5,3.26,4.27,128.77,115.46,120.49,127.59,123.42,124.07,111.37,114.91,6.6,6.6,7,6.2,6.2,6.6,6.6,7.4,1.3,940,10973.84375
14708,6.2,0.2,2.2,0.7,10.5,32.5,26,3.22,4.37,128.26,112.86,123.31,128.22,122.09,128.37,111.37,115.61,6.2,6.8,6.4,6,6.2,7.8,7.4,7.8,1.6,1042,12183.3798828125
6212,2.7,4,1.1,6.2,7.3,28.5,28,4.3,5.45,97.8,90.74,102.1,96.83,104.44,98.68,95.54,98.3,6.4,6.6,8,6.2,8,7.8,7.8,7.4,1.5,976,8759.19140625
12369,1.3,3.3,18.1,3.3,2.7,25,30,0.24,1.05,101.2,97.21,99.3,98.3,99.88,103.63,94.45,102.96,6.2,7.4,7.4,6.2,6.8,6.6,6.2,6.6,1.2,964,7602.78564453125
6600,6.6,2.4,5,0.1,5.5,27.5,28,3.17,0,66.83,99.17,100.69,95.05,108.73,100.7,101.9,98.01,8,6.6,7.4,6.2,6.4,7.8,7.6,6.2,1.6,1034,16939.638671875
8812,2,2.7,2.6,3.9,1.9,32,34,3.69,3.2,97.09,107.63,86.44,102.05,96.43,108.59,91.4,99.8,7.6,7,7.8,7.6,6.6,7,6.6,7.6,1.6,1036,15380.404296875
3231,1.9,5.5,2.6,5.9,5,32.5,32.5,3.81,1.63,101.18,97.95,99.66,100.89,104.43,100.59,96.04,99.2,7.4,8,8,6.8,6.6,8,7.8,7.6,1.6,1054,12101.82421875
4910,7.1,11.6,1.7,8.7,4.3,27.5,27,0,-4.15,119.38,111.26,88.35,104.81,99.69,119.66,81.53,94.35,7.8,6,7,8,6.6,7.2,6,7.6,1.6,952,10785.33984375
1303,7.5,0.8,5.2,6.1,2.2,28,35,3.9,6.43,98.3,92.41,100.87,98.79,104.96,96.53,97.29,100.2,7.6,6,7.8,6,6,7,7.4,6.2,1.3,1002,8636.7060546875
11885,5.2,2.5,9.7,6.6,4.7,26,30.5,2.77,-9.76,101.5,100.95,99.2,104.45,103.02,101.39,98.7,100,6.6,8,7,7.4,6.4,6.8,7.4,7,1.2,1038,8841.150390625
14292,5.8,8.6,16.7,6,6.5,25.5,27.5,2.45,1.71,100.89,96.24,102.65,105.47,103.6,99.39,102.01,100.6,6.6,6,7.6,7.6,7.8,6.6,7.4,6,1.8,906,17670.60546875
13377,6.2,8.3,21.1,17,12.2,26.5,25.5,0.31,-0.8,95.7,93.49,99.08,103.71,96.58,97.89,93.27,95.15,6.4,6.4,7.4,6.4,8,6.6,7.8,6.8,1.2,998,11168.9072265625
1600,1,4.3,2.7,2.5,0.4,33,25,3.63,1.54,99.99,94.57,97.8,101.08,102.99,98.6,97.41,99.69,7.2,6,7.2,6.2,7.2,6.6,7.2,6.6,1.4,994,6478.8623046875
16750,8.6,3.7,12.9,5.4,3.1,34,29.5,2.38,1.79,99.3,96.92,105.25,102.68,105.05,99.59,98.49,98.9,6.4,7.4,7.8,8,6.4,6.4,7.6,6.4,1.6,992,9536.3271484375
1567,7,9.4,9.9,10.1,8.3,27,33.5,18.8,-2.74,100.07,99.36,129.59,128.22,127.77,129.74,101.56,104.65,7,6.6,8,7,6,7.4,7.2,6,1.7,1002,11406.6748046875
16857,2.3,3.9,3.3,2.3,4,32,26,3.22,4.22,98.41,94,105.69,100.2,103.43,103.02,92.11,99.97,7.8,7.2,6.2,7.8,6.2,7.4,6.6,6.6,1.6,1026,13161.83984375
3689,2.5,3.9,2,5.6,0.7,29.5,32.5,2.12,-4.62,100.08,102.31,99.98,101.18,104.3,97.8,105.15,103.61,6.2,7.4,6.6,6,6.2,7.8,8,6.4,1.4,950,8527.2802734375
713,1.8,6.7,1.6,1.4,0.3,31.5,32,4.2,1.44,97.81,98.04,98.39,101.08,105.36,97.91,97.51,97.22,8,7,6,7.6,7,6.4,6.4,7.2,1.3,914,7123.90185546875
201,7.2,1.4,1.7,1.7,6.9,34.5,33.5,-2.77,0,65.84,98.15,103.71,104.02,99.87,100.69,98.4,60.92,7.8,6.8,6,7.2,7.4,6.4,6.6,6.6,1.6,982,17251.263671875
16328,3.7,1.5,1.5,0.2,3,31,28,-2.97,0,63.83,98.15,101.75,101.75,101.3,101.9,99.59,59.53,7.2,7.8,6.4,6,7.6,7.8,6.4,7,1.6,980,10797.8583984375
17081,3.3,3.8,3.3,2.3,2.6,27,28,4.13,1.45,98.41,97.18,98.78,100.99,101.64,99.5,96.53,100.68,6.4,7.4,6,8,7.4,8,7.4,8,1.8,996,9690.8115234375
10968,4.8,11.6,1.5,0.6,5.3,26,28.5,0.63,0,71.04,103.23,107.2,121.73,95.42,113.83,95.36,67.84,6.4,6.4,7.6,7,6.6,6.2,6.6,7,1.2,1004,6360.28369140625
6647,5.9,6.5,1.7,4.6,10.5,32.5,32,27.49,1.01,109.61,95.54,139.73,139.73,128.83,123.75,106.32,105.26,7.4,7.2,7.4,7.8,6.6,6.6,6.2,6.2,1.7,1010,22018.181640625
16795,9.4,9.9,23,10.3,7.8,34.5,27,-3.39,-5.03,100.19,99.97,103.71,100.97,98.67,92.73,111.22,106.29,6.4,6,6.8,6.6,8,6.6,8,6.4,1.8,938,19292.017578125
15611,18.9,5.7,18.8,6.9,14.5,26,34.5,3.06,-8.16,97.36,97.12,96.63,96.83,101.81,100,98.9,98.59,7.6,7.8,6.6,6.2,7.2,7.6,7.2,8,1.5,982,8876.2958984375
5817,8,4.4,12.7,4.1,4.2,35,26.5,2.46,1.74,100.39,96.43,104.84,101.75,104.74,99.79,99.7,99.5,7,6.2,8,7.4,6.6,6,6.8,7.4,1.6,1020,13051.6376953125
4142,5.1,0.3,2,0.1,7.5,25,29.5,3.33,0,67.03,97.41,99.48,95.81,108.51,99.7,101.5,98.11,8,6.4,6.4,7.8,6.8,6.6,6.6,7.8,1.4,1006,8951.72265625
1244,7.3,10,2.5,6,4.4,27,27.5,0,-4.12,115.5,113.74,86.93,105.86,99.19,119.54,81.11,93.42,6,6.8,8,6,7,6,7.2,7.6,1.6,994,11394.486328125
627,19.6,1,30.5,6.3,20.5,27.5,26.5,23.28,0.28,97.42,99.5,154.48,156.31,143.81,145.58,104.35,102.1,6,8,7.2,6.8,7.2,6.4,7.4,7,1.2,1000,13164.484375
15679,5.7,1,1.6,4,4.7,27,32,3.67,5.94,101.5,90.65,100.36,99.19,102.49,96.04,97.97,98.6,6.2,6,8,6.6,8,7.2,6.2,7,1.4,1014,16301.6171875
8837,19.6,1.5,33.5,1.4,21.4,26.5,35,21.55,0.3,98.4,98.51,153.11,154.76,143.66,146.59,102.4,101.99,6.8,7.8,6.4,6.4,6,6.4,7,6.2,1.4,940,9448.189453125
2487,7,4.8,1.1,3.2,1.7,27,27,3.69,4.22,99.3,92.61,107.07,101.2,102.61,100.38,93.79,96.43,8,6.2,6.2,6,7.8,8,6.8,7.4,1.4,904,7960.623046875
7173,0.8,1.1,1.4,6,3.1,28.5,30.5,1.9,-4.97,99.29,100.09,99.68,100.98,102.22,98.29,108.05,102.99,6,6.8,6,6.6,7.6,8,6.6,7.8,1.6,918,17639.6015625
1625,1.9,4.5,19.2,7,0.6,30,27.5,0.27,1.1,101.81,97.3,100.09,99,99.29,103.73,96.26,105.25,6.8,6.4,6,6.4,6.2,7.2,7.4,7,1.8,954,9142.47265625
3726,6.5,11.9,2.1,9.6,4.3,27.5,25.5,0,-3.6,117.26,112.84,88.79,103.77,98.4,121.95,83.66,91.3,7,7.4,6.8,7.4,6.2,6.4,6.2,7.4,1.8,950,22400.5078125
1263,1.9,5.9,2.6,1,6.3,31.5,27,3.89,0.82,104.85,103.21,100.3,98.11,108.32,92.63,110.54,108.22,8,6.8,7.4,7.8,7.4,6.2,7.8,6.8,1.8,910,10798.8095703125
7964,0.4,6.6,22.1,4,1.7,35,28.5,0.24,1.07,101.1,96.33,97.12,101.4,97.12,101.06,94.26,102.02,7,6,6,6.6,6,7.6,7.6,7.6,1.7,1024,21809.828125
7566,1.9,1.1,3.1,4,5,29.5,34,3.86,2.88,96.31,108.27,84.13,103.39,97.61,106.33,90.68,101.5,7.8,6.2,6.6,7.6,7.4,8,7.8,8,1.4,1000,8782.544921875
10872,5.4,1.1,1.2,4,1.8,33.5,29,4.1,2.89,96.02,109.24,86.95,103.81,95.94,105.15,91.13,100.7,6,7.6,7.6,6.4,7,7,6.8,6.8,1.6,968,13523.373046875
3040,3.7,1.7,1.7,6.6,4,27,26.5,1.88,-4.68,97.02,99.28,101.2,103.33,103.05,98.09,105.58,102.57,6.4,6.6,6.8,6.8,7.8,7,6,8,1.2,932,5318.0341796875
7491,1.3,4.4,20.9,4,1.8,26,32.5,0.25,1.01,102.52,97.5,97.12,99.1,98.01,101.88,97.12,105.98,8,7.2,6.4,7,7.4,7.4,6.6,7,1.5,1038,13911.798828125
2796,6,6.9,19.8,5.8,0.9,33,31.5,0.23,0.96,101.4,98.67,98.01,101.5,97.42,104.55,96.74,105.77,6.2,7.2,8,7,7.8,6.2,7.4,7,1.2,982,11318.814453125
13983,3.1,0.5,5.5,3.1,5.3,32.5,25.5,3.59,0,66.09,99.27,102.52,94.49,108.51,102.01,98.39,98.01,7.4,6,7.2,7.4,6.4,6.6,6,6,1.2,1000,13903.810546875
11023,1,4.6,3.9,0.9,0.7,30.5,26,3.59,1.49,100.29,94.67,98.49,98.7,102.06,98.6,98.78,99.5,8,6.2,8,7,6,6.2,8,7.2,1.5,1044,7598.49755859375
1573,1.3,3.5,0.4,1,3.1,32.5,34,4.02,1.54,100.79,96.69,99.47,100.69,103.09,99.4,96.14,99.99,7.2,6.4,6.6,7,6,7.2,6,7.8,1.5,946,14775.3955078125
6644,2.2,5.2,0.3,4.9,4.1,33,29.5,1.84,-4.56,97.02,102.21,101.6,102,102.95,98.58,108.37,103.5,7.6,7,6.4,7,8,8,7.6,7.8,1.5,1026,8632.5849609375
3993,3.4,0.1,0.2,2.9,3.7,31.5,32.5,3.62,3.65,99.4,93.53,105.91,101.2,100.56,102.11,94.45,97.22,7.6,7,6.8,7.6,8,7.4,6.8,7.2,1.4,944,6196.89404296875
5890,3.4,7,1.6,3.6,1.3,27.5,32.5,3.7,1.44,98.51,97.56,97.12,99.8,101.44,100.3,97.71,99.69,6,7,7.6,7.8,6.2,7.4,7.4,8,1.8,1038,19962.38671875
13057,5.7,2.6,1,0.4,2.7,30.5,25.5,3.85,2.99,97.86,107.41,84.9,103.6,97.31,109.12,90.86,97.9,6.2,6.8,8,6.2,8,6.8,8,6.4,1.8,942,11567.7373046875
5917,8.2,5.6,12.1,4.3,4.9,32.5,34,2.57,2.05,100.89,98.49,102.24,101.75,104.12,97.42,101.9,98.5,7.2,7,7.6,6.6,7,6.2,7.8,6.2,1.5,924,10778.689453125
331,2,13.8,7.7,16.4,0.9,35,25.5,-10.48,-1.04,9.92,82.3,103.12,92.05,94.11,80.94,106.02,12.34,7.4,7.4,7.2,7.6,6,8,7.8,7.6,1.2,904,8667.4326171875
11073,0.7,3.9,1.7,3.5,3.2,26,28,4,1.44,97.81,96.4,98.59,98.7,103.5,99.2,96.63,97.71,6.6,6.4,8,6.4,7.2,8,7.6,6.6,1.8,948,19280.71875
15414,4.6,3.2,5,6.1,7.4,30.5,34.5,4.07,6.05,99.6,93.33,100.77,100.27,102.9,99.76,95.64,99,6.6,6.8,7,6.8,6.4,7.2,6.6,7.4,1.6,956,17852.13671875
7533,4.2,13.8,1.3,10.1,3.8,27.5,29.5,-11.63,1.07,95.58,89.98,94.96,91.24,90.14,87.96,94.05,80.88,6.2,7.8,6.6,7.8,8,8,6.6,6.2,1.8,936,16793.255859375
4726,8.7,6.7,12.9,3.7,4.8,26,27,2.93,-8.66,103.53,101.88,100.3,102.6,101.71,99.96,100,102.51,8,6.4,7.4,6,6.4,6.8,6.2,6.8,1.4,1000,9596.7099609375
3894,4.8,4.2,14.3,2.7,5.1,29,34,2.67,1.91,98.7,98.3,104.94,102.57,105.46,99.69,101.4,98.9,6.6,7.2,6,6.4,7.2,7,6.8,8,1.7,986,19861.53515625
3121,6.2,12.3,0.9,1.5,1.3,25.5,33.5,0.59,0,69.91,102.62,108.28,121.73,92.22,111.91,93.85,68.17,8,7.6,6.4,7.8,7.8,6.4,7.4,7,1.7,1048,12794.6279296875
14602,4.4,7.7,11.3,8.7,3.3,32,30.5,21.28,-2.81,99.18,96.04,132.46,130.43,129.19,127.56,101.97,101.98,7,6.4,7.8,6.4,6.8,6.6,6,7.4,1.7,902,18872.71484375
1504,2.1,5.1,1.6,1.2,4,29.5,27,3.39,4.39,98.9,92.61,105.69,99.1,101.69,100.08,92.01,100.37,7,7.8,7.2,7.6,7.8,7.6,6,6.8,1.8,1020,19357.978515625
4621,1.1,12.5,3.6,1.8,3.9,30,30,0.65,0,69.62,102.31,108.17,122.57,92.97,113.15,96.22,67.9,7,7.6,6.8,7.6,6,7.4,6.2,7,1.5,916,8643.103515625
2912,0.5,6.4,1,1.7,5.7,31.5,27,4.06,1.39,98.01,97.37,99.66,100.79,105.47,98.7,96.73,97.42,7,6.8,6.8,7.2,7.2,6.6,8,6.2,1.7,940,11988.044921875
6590,6.4,0.1,3.9,2.9,4.5,33,28,4.33,6.16,98.7,93.7,101.28,99.19,103,99.66,98.74,101.4,7.8,6.8,6,6.4,7.2,6,6.8,6.6,1.3,902,11434.2763671875
13073,4.2,2.1,0.3,2.3,3.1,31,30.5,-3.21,0,65.97,97.76,102.99,101.44,99.67,101.5,98.7,59.41,6.2,8,6.4,7,7.8,6,6,7,1.4,938,7634.1591796875
5201,5.8,0.9,3.2,3.7,1.4,28,31,3.53,3.82,99.59,92.98,106.43,100.9,100.77,100.48,93.89,97.32,6.6,8,7.2,7.8,7.4,7,8,7.2,1.6,948,10443.3427734375
15697,0.3,4.5,20.7,5.9,2.7,35,25,0.25,0.99,100.69,97.6,99.79,98.9,97.42,103.83,95.11,105.04,6.2,7.4,6,8,6.6,6.8,6,6.2,1.8,954,17113.41015625
1135,1,10.6,3.7,3.2,5.7,28.5,34.5,0.55,0,71.54,101.81,110.56,121.48,94.29,114.84,94.79,68.31,7.8,7.8,6,7.6,6.6,6.6,6.6,6.8,1.6,918,13513.3251953125
4553,1.3,1.5,0.8,1,10.2,27,26.5,3.48,0,66.56,99.66,103.22,94.3,108.73,98.39,101.3,98.6,6.6,6,8,6.2,7.2,7.2,6.4,7.4,1.3,950,7987.47607421875
8529,1,0.9,0.8,1.8,7.1,29.5,28,3.27,4.13,127.35,115.01,120.25,126.32,122.09,128.5,111.82,117.37,7.4,7.8,6.8,6.4,6.6,7.8,8,7.2,1.4,936,7708.15576171875
14742,21.7,6,32.3,2.7,20.7,28,32.5,22.27,0.31,97.81,100.59,150.21,153.68,139.83,144.86,100.25,104.04,6,6.8,6.4,6.4,7.8,8,8,6.4,1.6,1040,22666.962890625
15642,2.4,6,0.4,1.1,2.1,32,31.5,4.3,1.59,97.32,96.02,98.49,99.8,102.57,100.99,97.22,99.1,6.8,6.8,7,8,7.6,6,7.6,6.6,1.2,1050,6043.505859375
2682,8.7,11.6,22.5,11.3,6.9,28.5,33,0.31,-0.79,97.14,95.1,102.41,106.03,96.38,96.23,95.82,94.77,8,7.2,6.8,7.2,6,7.6,6,6,1.6,982,8548.908203125
11618,3.7,2.9,23.2,5.5,2.7,29.5,26,0.26,1.03,101,98.57,99.1,101.9,99.09,104.55,95.78,104.62,7.4,6.6,6,6.4,7.2,7.6,7.6,7.8,1.4,1016,12247.6259765625
13581,2.1,1.6,2.1,0.5,1.4,33.5,30,3.78,2.71,95.35,108.81,86.95,102.56,97.41,107.41,88.69,98.9,6,6.2,7,6,6.2,8,6.4,7.2,1.8,902,14146.498046875
5972,3.8,5.7,1.4,7.7,3,30,29,2.14,-4.85,100.37,102.62,100.89,103.73,105.76,96.23,108.05,104.23,6.6,7.4,6,7.8,6.6,7.2,6,7.6,1.5,994,11600.134765625
11016,5.6,4.4,3.2,0.1,3.6,34,28.5,3.74,3.59,100.29,91.12,105.38,101.4,100.46,101.6,91.92,97.32,7.4,7,7.2,7.2,6,6.8,8,7.8,1.2,962,10713.4619140625
4888,6.7,10.8,18.6,12.4,12.1,28.5,25,0.28,-0.84,97.24,94.72,101.91,104.77,95.23,96.72,93.27,94.11,6.2,7.6,7.8,6.2,6.2,7,6.8,6.4,1.4,1032,7596.7138671875
1626,6.7,1.8,0.4,3.8,3.1,33.5,29.5,3.65,3.06,96.51,107.41,85.93,103.19,98.29,106.76,90.68,98.9,6,7.6,7.6,7.4,7.8,7.2,6.8,6.4,1.4,940,7510.0537109375
8409,3.2,3.4,1.4,3.5,0.6,30.5,32,0.55,0,93.61,104.55,93.13,91.16,107.45,96.96,98.84,98.48,6.6,7.8,6.6,7.4,8,6.2,7.8,6.6,1.5,910,12975.2333984375
2576,4.8,9.2,2.2,10.7,2.2,33,27,0,-4.26,119.73,112.28,87.64,104.19,97.61,120.5,80.7,90.74,7.2,7.6,6.4,6,7.2,6.8,6.4,6.2,1.5,1020,13986.787109375
15082,2.3,6,21.5,4.5,5.2,25,33.5,0.27,1,100.59,96.92,99.6,99.4,100.18,103.22,95.59,103.48,6.2,7.6,7.6,6,7.2,6.4,6.8,6.2,1.8,1002,16503.095703125
5256,5.9,8.1,2.6,1.6,0.6,26.5,32.5,0.55,0,72.25,100.99,109.48,119.18,92.59,113.15,95.84,66.68,6.8,7.4,6.8,6.2,7,6,6.6,6.4,1.8,994,28062.146484375
6479,6.3,4.1,13.9,4.1,4.2,28.5,32,2.69,2.07,98.9,99.77,103.9,103.09,104.95,99.29,98.7,100.7,7,7.6,7.4,6,6.6,6.4,6.6,6,1.2,1006,11270.509765625
10993,7.6,4.7,4.7,0.9,7.1,27,32.5,4.35,0.75,101.66,103.31,101.8,98.3,104.59,93.27,114.6,105.96,7.6,7,8,6.2,7.6,7.6,6.8,6.6,1.8,1012,12103.947265625
11126,3.2,3.9,3,7.7,1.8,27.5,32.5,2.12,-5.15,97.42,101.71,100.69,103.43,102.32,98.87,107.3,104.85,6,6.4,6.6,6.2,7.6,7.2,7,7.2,1.7,1014,9429.72265625
7734,10.6,10.1,28.5,10.9,11.6,25.5,33.5,-3.79,-4.93,97.81,99.77,104.33,100.25,97.5,91.33,112,107.78,7,6.2,6.6,6,6.2,6.8,6.4,6.2,1.8,982,11906.3720703125
13686,1.4,8.1,21.3,3.1,1.4,34.5,31.5,0.27,1.09,102.52,97.5,99.69,98.8,99.68,104.45,94.83,103.27,7.4,6.6,6.4,6.8,6.6,7.2,7,7.6,1.6,974,9516.533203125
3081,6.2,2.3,0.6,3.4,4.4,32.5,35,4.03,1.56,100.59,95.54,99.47,98.8,102.78,98.5,97.02,98.31,6.8,7,7,6.2,7.2,7.6,7.4,6,1.3,1010,13393.8876953125
5429,0.4,7.3,1.9,5.1,1.4,26,27.5,4.31,1.61,100.89,98.24,96.92,99.3,103.09,100.3,96.53,99.79,7.6,7,7.2,7.8,7.6,6.4,7.4,7.2,1.2,940,8619.5390625
12776,3.6,1.7,2.5,2.1,10.7,32.5,34,3.24,4.69,129.03,111.28,123.44,127.84,119.9,125.21,108.39,115.73,6.2,6,7.2,6.6,7.6,7.4,7.6,6.2,1.8,972,13931.4921875
15558,11.4,10.8,27.4,13.6,11.1,32.5,32,-3.63,-5.22,100.19,97.02,105.06,101.99,97.99,94.96,111,106.07,7,7,6.8,7.6,6.4,6.6,6.8,7,1.5,932,13217.04296875
1624,9.3,5.2,12,3.5,6,27,25.5,2.66,-9.13,101.8,101.47,100.8,103.93,101.6,101.39,98.7,98.99,7,7,8,7.6,8,7,6.8,6.2,1.4,938,10902.580078125
14286,1.9,1.7,1.2,2.4,7.1,33,29.5,3.47,0,68.31,97.31,100.29,94.68,108.95,101.5,98.49,100.47,7.8,7.8,8,7.4,7.2,7,7.4,8,1.5,1050,9128.1884765625
5130,4.3,0.6,4.8,2.6,5.8,32.5,30,4.35,0.72,104.24,103.21,101.7,99.78,105.87,91.8,111,106.82,7.2,6.6,7.2,6,6.2,7.6,6.2,6.4,1.5,1054,10895.9091796875
4990,11.2,12.6,26.7,11,7.7,26,35,-3.63,-4.98,98.9,97.12,103.4,103.12,99.45,94.87,109.34,108.52,7.8,7.8,7.6,7.8,6.2,7,6,7.6,1.6,904,8582.0341796875
