Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_deflection (mm)
14914,3.5,6,13.6,5.1,8.3,30.5,27.5,3.03,-8.37,100.38,102.8,100.9,103.83,102.21,103.43,99.7,99.8,7.4,7.4,6.6,7.6,6.4,6,6.4,7.8,1.6,988,147.31315612793
1346,2.8,1.5,2.2,2.1,4.5,32.5,32,3.74,3.2,94.86,107.09,86.53,103.29,96.92,106.87,91.59,98.3,7.4,8,6.6,7.6,7.8,6.4,6.4,6.4,1.7,948,98.0049514770508
3016,6,1.8,1.9,1.1,6.3,34.5,35,-2.77,0,66.03,95.15,102.78,102.47,102.82,101.6,99.09,59.65,7,8,6.8,6.6,7.2,7.2,6,6.2,1.2,990,122.197891235352
13522,5.8,2.9,1.9,1.9,10,33,31,3.23,0,67.97,99.56,100.89,93.36,110.28,101,99.6,98.6,7,6.4,6.8,7.4,6,7.2,6.4,6.4,1.2,1044,135.880020141602
11428,7.1,0.8,1.9,4.6,6.7,32,29,4.18,5.98,101.4,93.24,101.9,96.43,102.39,96.04,95.06,100.1,7.2,7.6,7.8,7.6,6.8,7,6.8,7,1.8,1058,141.356918334961
7746,2.5,9.7,2.1,6.1,1.6,32.5,25.5,0,-4.17,116.56,113.85,87.81,102.83,99,122.79,81.85,92.78,7.8,6.4,7.2,6.4,6,7,8,7.2,1.5,964,110.189117431641
8724,4.6,2,5,0.9,6.5,25.5,29.5,3.23,0,67.57,99.66,102.41,94.87,112.16,98.9,101.3,97.91,7.8,6.6,7.6,6.6,6.4,7.6,6.2,6,1.5,914,139.533920288086
10695,8.4,1,1.4,3.3,8.9,34,34,27.32,1.07,108.63,96.22,141.15,135.6,132.6,127.38,106.53,104.23,7.6,6.2,8,7,8,6.4,7.4,6.2,1.2,1024,151.274703979492
5797,3.8,5.7,12,3.3,7.2,33,31.5,2.56,1.92,99.8,98,102.34,104.12,103.7,99.69,100.4,99,6.4,7.8,7.4,6.8,6.2,7.2,7.4,7.4,1.7,926,129.742752075195
1178,7.1,9.4,24.1,9.4,11.9,25.5,30.5,-3.6,-5.45,97.91,97.71,103.82,103.63,98.38,93.01,111.22,106.5,6.4,7.6,7.6,7.4,8,7.2,7.6,7.4,1.4,996,105.214538574219
13544,1.7,2.1,0.4,2.4,6.1,27,31,3.25,4.56,129.67,111.84,121.72,126.7,123.18,128.88,112.7,116.67,7.4,6.6,6.4,6,7.6,7.8,6.2,7.8,1.8,990,132.331802368164
17008,5.3,2.4,2.8,1.4,1.6,29,30,4.12,3.1,97.86,108.27,84.9,102.36,97.9,105.58,89.23,98.7,8,8,6.6,6.8,6.2,6.8,7.4,7.4,1.8,1020,143.169555664063
10672,3,5,22,3.7,1.4,26.5,32.5,0.27,0.97,100.79,95.94,97.71,101.3,99.29,102.3,97.31,105.25,7.4,7.6,7,8,6.4,7.6,8,7.2,1.7,906,130.510757446289
16635,3.3,4.4,1,6.5,4.6,35,26,1.84,-5.29,97.12,102.92,100.39,101.59,102.85,99.46,107.73,104.02,7.4,7.4,6.4,7.8,8,7.8,7.2,7,1.2,1054,166.741104125977
4526,4.7,8.1,16.2,7.2,6.2,34,25,2.78,1.96,97.61,99.18,102.96,104.23,104.64,98.21,101.9,99.3,7.8,6,8,7,7.4,6.6,6.8,7.2,1.5,964,103.382759094238
11260,4.2,3.8,0.5,4.4,1.8,34,33.5,27.48,0,60.76,107.28,139.14,134.79,131.95,131.27,111.09,78.11,7.6,6.8,7.2,7,7.8,7.6,8,7.2,1.7,1026,148.766937255859
16201,7.9,12.5,28.3,9.5,7.5,31.5,34,-3.41,-4.75,97.22,99.48,101.34,102.81,97.21,91.8,112.11,104.69,8,7.8,6.6,6.2,8,6.6,7.8,7.2,1.2,1012,109.428947448731
10815,16.5,2.2,34,3.1,22.9,32.5,25.5,21.94,0.32,99.09,100.29,153.26,157.23,143.66,146.59,100.66,101.38,7.4,6.8,6.6,6.6,7.2,7,7.4,6.4,1.3,948,113.491798400879
4234,6.9,3.4,17,6,6.8,35,27.5,2.84,2.06,100.79,96.33,104.11,102.37,104.53,98.21,99.6,101.1,8,6.4,7.6,6.4,6,6.4,6.2,6.4,1.8,986,124.501647949219
16128,4.5,9.8,17.4,13.7,9.2,25,33.5,0.3,-0.72,95.9,95.68,102.62,103.4,96.86,98.19,94.4,96,6.2,6.4,7.6,7.4,7.8,7.6,7.2,7.8,1.4,950,141.032638549805
4217,2,13.2,0.4,14.7,0.9,35,33,-13.64,0.98,93.3,91.33,98.05,89.96,91.7,87.7,93.03,82.69,7.2,6.4,6.4,7,7.2,7.6,7.4,7.2,1.2,906,140.408798217773
6728,0.4,4.6,21,3.2,2.5,33,27,0.27,0.97,101.3,95.84,97.42,98.1,97.12,100.76,96.74,102.96,7.4,6,7.4,7,7.8,6.2,6.8,6.4,1.5,978,134.730590820313
15739,4.2,3.3,4.3,1.4,5,35,31,3.7,0.75,103.82,105.94,100.9,97.81,108.1,91.62,113.93,108.98,7.8,7.4,6.4,6.2,7.6,7.6,6.8,6.6,1.2,948,160.525192260742
7139,3.6,3.4,1.6,3.1,5.4,32,27,3.37,3.67,97.22,93.63,105.8,101.6,101.79,103.53,92.01,99.29,7.6,6,6.6,6.6,6.2,7.6,6,7.4,1.6,1022,141.739120483398
7894,5.3,9.9,21.8,11.7,8.1,35,30,0.32,-0.87,95.7,94.25,101.3,105.82,94.66,98.19,93.83,96,8,6.2,8,6,7.4,8,7.6,7.4,1.8,948,114.278694152832
531,1.5,4.8,2.1,4.8,1.6,30.5,25.5,1.81,-5.03,97.61,102.21,101.3,102.2,105.66,95.75,106.98,104.95,6,6.4,6.2,6.8,6.8,6.6,6.4,6.6,1.5,1056,155.749572753906
14043,3.3,11.4,19,13.8,11.7,25.5,34,0.33,-0.75,95.23,96.34,100.19,104.98,97.63,99.45,93.93,95.9,7,6.4,7.6,7,6.4,7.6,7.2,7.2,1.6,1016,128.580780029297
14464,3.5,12,1.1,10.7,3.4,25.5,31.5,-13.77,1,93.49,91.51,96.41,90.14,91.42,87.17,94.05,81.62,7.2,6.6,7.4,7,6.8,6.6,7.2,7.6,1.5,972,97.9651794433594
11853,6.3,1.9,1.8,1.8,7.9,30,35,3.28,4.88,127.61,112.86,123.8,128.47,120.38,125.84,108.94,116.32,6.4,6.4,7.2,8,7.6,7.4,6.4,6.8,1.2,1008,157.35498046875
757,3.9,4.8,17.8,4,4.5,27,25.5,0.26,1.01,102.92,99.16,98.41,98.4,97.61,101.27,96.83,102.44,6.2,7,7.2,6.6,6,6.4,6.6,8,1.5,948,145.519760131836
7025,2.3,1.2,4.6,6.1,5.1,30,28,3.99,5.75,100,93.15,102,99.29,104.44,97.12,97.09,99.1,7,7.6,6.4,7,7,7,6,7.4,1.7,976,133.390258789063
3875,2.3,0.7,1.6,0.5,1.1,26.5,27.5,3.82,2.89,96.51,105.06,84.05,104.01,96.14,108.16,91.13,99.2,7.4,7.4,7.2,7.6,6.2,6.4,6,6.8,1.8,906,132.799133300781
508,6.1,5,19.8,3.9,4.7,25,29,0.23,1.01,101.6,95.94,99.99,100.2,99.88,103.94,94.92,102.86,7.6,8,6.4,6.6,6.6,7,6.6,6.8,1.4,1018,155.876403808594
6540,7,6.7,10.7,7,4.9,25.5,31,2.68,-8.17,102.11,103.73,98.4,104.65,100.89,103.12,101.6,100.8,6.6,7.4,6,7.6,7.6,7.4,6.4,6.6,1.4,1034,160.419815063477
16708,8.6,12.9,21.2,14.7,8.5,32,30,0.33,-0.82,95.32,94.44,100.29,103.29,94.66,97.11,92.8,94.3,7.4,7.2,7.2,7,6,7.4,6.4,6.8,1.5,988,127.937889099121
11187,8,4.7,12.9,8.8,4.9,30,31.5,2.72,-9.34,103.73,102.19,100,101.98,101.4,102,100.8,102.21,7.2,7.4,6.2,7.4,7.4,6,8,7.6,1.6,1004,138.521835327148
4460,3,9.3,1.7,3.6,1.3,33,27.5,0.57,0,70.83,100.39,109.91,121.73,94.48,111.57,96.5,67.7,6,6.2,7.4,7.2,8,7.8,6.2,8,1.2,996,126.25740814209
8277,4.1,2.7,2.7,5,2.8,29.5,29.5,4.24,1.39,100.99,95.92,97.8,101.08,102.68,97.91,97.22,100.68,6,7.6,6.8,6.2,7.4,6.4,6.4,7,1.7,950,133.340255737305
6781,4.6,1.7,1.5,1.6,3.9,25.5,25.5,3.59,5.86,100.4,91.76,101.59,99.58,104.96,98.49,98.06,100.6,8,7,6.2,7,8,6.6,6,8,1.7,994,142.936065673828
5569,6.2,2.7,21.5,6.4,4,30.5,26,0.26,1.04,102.11,99.45,98.7,99.8,99.88,103.01,95.5,102.13,7.2,7.2,6,6.4,7.4,7.6,6,6.4,1.8,974,95.4425659179688
10681,0.9,5.5,0.2,5.6,2.2,32.5,34,3.72,1.37,97.22,96.5,99.17,100.59,102.57,100.4,96.53,99.4,6.6,7.2,7,7.8,8,6.8,7.4,7,1.5,984,116.995933532715
14790,19.8,4.2,29.5,6.8,21.3,25.5,29.5,22.08,0.32,99.19,98.51,153.72,155.53,143.52,145.73,100.66,103.32,6.4,7,8,7.2,6.2,8,6.8,6.4,1.4,906,110.666229248047
4440,17.1,6.1,20.5,8.4,14.7,28.5,26.5,3.37,-7.6,97.17,97.02,98.39,99.29,100.8,100.4,98.51,96.63,8,6.4,7.2,6,7.2,6.8,7.2,7.4,1.2,1046,167.986968994141
4216,1.3,9.7,10.2,11.2,0.4,29.5,32,-10.62,-1.01,10.11,83.72,101.69,91.87,95.9,81.67,106.86,12.18,7.8,6.6,7.2,7.8,7,6.4,6.2,7.4,1.2,996,104.908584594727
5341,3.7,4.7,2.5,4.5,4.9,28,32.5,4.1,1.36,100.69,96.4,97.31,100.09,104.02,100.2,98.49,100.68,6.4,7.6,6.8,6.4,7.6,6.2,6.2,7.6,1.5,922,146.54638671875
5113,1.8,0.5,0.6,3,4.2,35,29.5,4.37,3.12,96.12,106.56,85.07,103.7,96.82,105.15,91.68,100,7.2,7.8,7.2,6.8,7.4,7.4,6.8,6.8,1.7,936,136.489654541016
8737,1,6.6,18.4,6.5,5.1,27,29,0.22,0.91,101.6,99.06,97.42,99.3,98.21,103.01,97.02,103.9,6.2,7.6,7.2,6.4,7.4,6,6.2,6,1.6,1030,136.566390991211
2517,4.4,1.3,0.3,4.8,4.1,30.5,31.5,3.69,0.79,102.38,106.26,99.5,98.01,108.42,91.25,114.04,106.61,6.2,6.2,7,6.2,6.6,7,6.4,7.8,1.5,926,145.351776123047
7635,8.3,2.7,14.1,4.6,6.1,26.5,35,2.84,-8.64,100.07,102.91,100.5,102.29,100.19,102.72,100,101.1,7.6,8,6.4,6.8,6.6,6.6,7.4,7.2,1.2,954,128.919647216797
3920,3.3,4.4,2.3,6.1,1.7,26.5,31.5,3.7,1.63,101.18,97.95,97.7,98.6,102.06,100,99.27,98.31,6.6,7.2,6.8,7,7.2,7.4,6.6,6.2,1.7,1002,116.988204956055
6135,0.2,4.8,21.5,6,3.2,31,34,0.26,0.96,103.22,98.67,100.39,101.3,96.73,101.37,95.3,102.75,7.8,7.2,6.6,6.4,6.8,7.2,6.2,6.4,1.7,976,104.427917480469
11366,5.2,10.6,1.1,10.3,3.2,28,26,0,-3.64,117.74,111.94,88.17,102.83,99.19,121.95,80.62,91.02,7.4,7,6.4,7.4,6.8,7.8,6.6,6.6,1.8,958,101.2021484375
6983,8.5,7.2,9.6,6.3,8,33,30.5,20.76,-3.04,99.38,98.58,128.15,130.17,130.22,129.74,104.24,100.55,6.6,7.4,6.6,7.4,6.4,6.2,6.2,6.6,1.5,982,115.790473937988
16023,4.8,9.4,3.5,7.3,2.9,25.5,26,0,-4.38,115.86,110.92,88.43,103.98,97.52,120.62,82.67,94.26,7,6.6,7,7.4,8,6,6.2,6,1.7,998,118.129264831543
5666,3.3,1.5,1.4,7.4,3.2,32.5,25,1.87,-5.08,99.58,102.21,100.59,101.69,104.72,98.19,107.09,103.09,7.4,6,6.6,7.2,7.2,6.6,6,7.4,1.3,982,168.395889282227
2553,4.1,4.8,0.9,0.1,3.6,32.5,30,4.18,0.79,103.41,106.36,99.1,96.92,107.57,90.97,111.56,107.14,7.2,7.6,7.6,6.4,7.4,6.8,6,6,1.5,990,143.2490234375
15360,2.3,2.7,2.3,2.1,2.3,30,34,3.69,1.51,98.21,97.46,96.43,98.41,101.44,101.09,98.49,99.4,7.8,7.2,7.4,6.8,7.4,7.8,6.2,8,1.6,996,146.426208496094
373,1.1,12.6,7.2,13.3,2.5,30,25,-9.7,-0.99,10.04,83.88,102.2,92.05,93.26,80.21,104.96,11.93,8,6,7.8,7.2,6.2,6.8,6,6,1.2,946,114.754814147949
217,1.2,2.9,0.4,0.9,6.7,27.5,28.5,3.52,0,66.09,97.31,101.5,95.81,110.06,101,100,98.6,7,6,6.8,8,7,7.8,7.6,6.8,1.5,994,147.152816772461
12972,4.9,3,0.7,1.8,10.3,34.5,34.5,3.3,0,65.83,97.12,103.22,96.09,109.17,100.5,100.9,97.61,7.6,7,6.4,6.2,7.2,6.2,7.6,7.8,1.4,926,105.383987426758
8389,7.7,4.3,12.4,6.6,3.8,33.5,30,2.41,1.84,99.2,97.12,105.35,103.4,101.63,99.19,100.8,100,7,6.8,7.6,7.2,7.8,7.8,7.4,6.6,1.6,990,130.954345703125
11294,4.2,6.8,2.2,6.9,2.8,26,25,2.07,-4.63,97.81,99.38,102.21,100.06,102.95,97.21,108.05,101.95,7.2,6,8,7.8,6,7,7.8,8,1.6,902,146.233245849609
15038,15.2,4.5,21.2,5.5,17.4,33,27.5,3.4,-8.35,94.95,99.76,99.17,98.7,101.3,98.21,98.51,97.91,6.8,7.8,7.4,6,6.2,7,6.6,7,1.4,1022,113.263633728027
5736,6.5,8.7,4.4,6.9,2.1,26.5,33,0,-3.62,116.56,112.05,89.41,104.81,98.11,122.07,80.87,93.06,8,7.8,7.8,7.6,6.2,6.2,6.4,8,1.4,1012,146.430145263672
5924,2.6,3.3,0.1,1.5,2.3,29.5,27,3.42,4.31,97.42,92.05,107.81,101,103.94,101.8,94.36,98.99,7.4,6,6.4,8,6.8,7,7.4,6.8,1.8,906,107.744300842285
3803,0.7,3.5,0.9,3.4,2,31,26.5,3.9,2.7,97.38,109.02,83.88,102.87,99.47,109.23,89.96,98.6,6.8,6.2,6.6,7,8,7.8,7.6,7.6,1.7,994,105.194679260254
14962,8.8,9.9,27.6,9.7,7.6,35,33,-3.65,-5.42,99,99.18,104.44,103.63,96.14,93.38,111.89,106.39,6.2,8,6.2,6,7.8,6.2,6.2,6.8,1.6,908,124.017539978027
12273,4.1,2.6,13.2,6.3,9.3,30.5,25,3.05,-9.49,102.51,102.91,99,104.24,100.59,101.08,100,100.1,7.8,7.6,7,6.2,6.4,7,6.4,7.4,1.8,908,111.423080444336
1225,3.2,2.7,3.4,1.9,2,26.5,35,4.16,1.36,99.7,97.18,99.47,100.29,104.23,100,97.61,100.88,6,7.4,7.4,6.4,7.4,7,7.8,7.2,1.4,972,147.657470703125
1,8.8,7.3,11.3,7,6.1,27,34,2.42,2.01,100.79,98.1,102.03,101.95,104.43,96.82,101,98.3,7.2,7.2,6,6.2,8,6.8,6.8,6.8,1.5,930,111.433967590332
7115,0.8,0.3,1.3,1.8,0.7,30.5,34,3.83,3.05,96.6,108.27,86.18,102.36,97.51,106.23,90.05,99.9,7.4,6.2,6.2,7.4,7.8,6.6,8,7,1.5,912,137.582672119141
16747,2,3,2.1,6.4,4.3,27,31.5,4.09,5.77,98.7,93.06,102,98.1,104.96,98.59,96.9,100.4,8,6.4,6.2,7.4,7.6,6.8,7.8,7.2,1.2,986,158.882431030273
14064,6,4.4,2.2,1.3,6.2,30,32,3.99,0.83,104.96,103.63,98.2,96.83,105.12,90.61,110.77,108.87,7,6.4,7.8,7.2,7,7.2,6.2,7.2,1.4,1024,115.523330688477
12653,4.8,7.2,19.7,5.1,1.7,35,34,0.26,0.91,102.52,96.92,98.01,100,100.18,103.42,97.21,105.14,7,6,8,6.8,7.2,7.6,7.6,7.8,1.2,1008,122.670448303223
7686,5,4.4,1,1.5,5.1,30.5,25,3.79,0.84,104.13,103.1,99.9,97.61,106.61,91.25,113.25,106.5,6.2,6.4,7.8,7.4,7.4,6.2,6.8,6.6,1.3,996,158.699020385742
14700,3.9,9.5,2.4,7.8,5.7,31.5,28,0,-3.62,116.68,114.19,87.99,106.28,99.59,120.02,82.92,93.52,6.2,6.6,7.6,7,7.4,6.2,6.2,7.4,1.4,990,123.577941894531
3147,14,8.5,17.9,7.1,15.5,26,30,3.15,-7.33,96.11,99.47,97.12,98.5,101.81,99.7,99.4,97.12,6.2,7.8,7.8,7.4,6,6,6.2,7,1.8,900,101.315223693848
6333,1.4,5.2,0.3,4.1,0.3,28,34,2.02,-5.17,99.19,101.3,100.08,101.79,105.76,95.94,108.27,103.81,7.8,7.8,6.4,6.2,7.4,7.6,7.6,6,1.5,972,120.011650085449
8675,1.3,0.2,3,2.9,5,33.5,34.5,4.34,3.25,97.96,106.56,86.1,104.33,97.61,107.84,90.41,101.8,7.4,6,7.4,7.4,7.4,6.2,7.2,6.4,1.2,910,156.865951538086
15244,4.1,4.6,0.8,5.8,3.1,34.5,35,3.98,6.36,101.7,94.16,102.1,97.61,104.24,99.86,98.74,98.4,6.6,6.2,7.8,6.8,6.2,7,7.4,6.8,1.5,976,114.075332641602
2585,18.9,1.8,31.2,2.6,21.6,34.5,26.5,23.47,0.3,98.4,100.49,149.6,154.61,143.81,146.02,100.97,104.14,7.2,7,8,6.8,6.8,7.4,6,6,1.5,910,114.879524230957
11580,5.8,4.9,23.3,5.4,2.5,26.5,33.5,0.26,0.96,102.82,96.82,99.2,99.1,96.83,102.91,94.54,104.62,6,7.6,7.6,6.4,8,7,6.8,7.2,1.7,1036,110.796295166016
6649,6.9,4.6,3.6,0.4,4.4,31.5,30,3.8,0.85,104.96,103.73,101.6,97.32,105.76,91.62,113.25,108.98,7.6,7.2,7.6,6.8,7.2,6.2,7.8,6,1.2,942,129.287506103516
12409,4,5,21.7,3.5,0.8,34,28,0.24,1.07,99.68,96.23,97.81,99.9,98.9,103.94,93.87,101.92,7,6.2,6.4,7.2,7,6,6.8,7,1.7,980,125.704528808594
12216,2.1,1.8,2.1,4.2,5.1,29.5,32,4.04,2.93,94.77,106.24,84.99,102.25,98.39,106.44,89.5,101.2,6.2,7.6,6,8,6.6,7.8,6,6.4,1.3,1034,133.039916992188
16416,4.2,7.8,3.1,11.2,5,29.5,28,0,-4.13,118.09,114.08,88.7,105.96,97.81,121.95,81.61,93.42,7,7,6.2,6.8,7,6.2,7.2,7.8,1.3,944,126.459159851074
13725,19.5,2.7,31.2,3.1,20.3,30.5,28.5,24.72,0.28,96.53,99.8,155.09,153.22,143.24,142.56,101.99,103.83,7.4,6.4,8,7,8,6.6,7.2,8,1.4,1042,118.761108398438
4414,6.4,11.1,17.1,14,7,26,29.5,0.31,-0.8,97.33,94.91,100.8,107.51,97.06,98.87,93.93,93.17,6.8,7.6,7.4,6,7,6.4,6.6,6.6,1.4,990,117.049674987793
3198,3.5,5.7,1,5,0.8,29.5,33.5,2.07,-4.94,98.99,100.7,100.08,103.43,104.62,99.17,106.98,102.78,6.4,8,7,6,7.4,7.4,6.4,7.8,1.3,906,110.137092590332
1517,4.7,8.9,11.1,10.8,5.2,28.5,31,21.4,-3.15,98.79,98.19,131.67,132.25,129.44,125.64,102.18,103.63,7,7,7.2,6.4,7,6.4,7,8,1.6,966,124.655570983887
5142,7.4,3.2,2.5,4.1,3.7,31,26,4.33,0.86,102.28,103.73,98.3,98.3,107.25,90.51,111,106.82,7.8,6.2,8,7.6,6.6,7.8,8,6.4,1.3,970,162.585311889648
13753,18.3,5.2,34.1,5.5,18.3,26,34.5,22.75,0.32,100.17,97.41,152.2,155.23,142.24,145.15,101.89,102.81,6,7.4,7,6.2,6.8,7,7.6,7.4,1.2,924,157.699249267578
12710,6.3,8.9,16.8,4.1,2.5,29,26.5,2.56,2.06,100.09,97.81,103.38,104.54,103.81,97.12,101.3,97.8,7.2,6.8,7.8,6.4,7.6,8,7.6,6.2,1.3,1024,115.36979675293
12276,18.8,5.8,32.7,1.4,19.2,27.5,30,25.2,0.33,98.79,98.8,150.36,151.83,141.11,141.98,102.91,103.53,6.4,6.2,6,6.4,6.4,7.2,6.4,7.6,1.3,950,130.287963867188
1166,6.1,0.6,0.1,2.6,0.7,31,33,4.27,3.14,95.15,109.34,85.84,104.43,97.21,109.34,88.78,100.6,7.8,7.6,8,6.4,6.4,6.8,6,7,1.6,906,111.894424438477
14748,3.3,4.6,3.1,0.9,0.7,25,35,3.49,4.1,98.11,91.59,104.11,98.7,104.24,101.91,95.48,97.51,6.2,6.6,7.8,6.2,7,6,7,6.6,1.2,942,167.530303955078
6515,3.3,7.1,17.8,7.2,1.2,33,28.5,0.24,0.93,103.02,96.14,98.21,101.9,99.39,103.83,95.59,102.65,6.8,6.6,7.6,6.4,7.6,8,7.6,7,1.6,1054,133.978759765625
15494,4.3,2.9,2.2,2.9,3.3,28,32.5,4.35,2.95,97.67,106.77,86.18,105.57,98.39,108.05,92.31,101.8,6,7.2,8,6.4,7.4,7.8,6.2,7.2,1.6,1002,108.272392272949
5819,4,1.1,5.1,0.8,2.7,25,34,4.21,5.92,99.2,93.24,103.12,98.79,101.97,98.98,95.83,101.4,7.4,7.8,6.4,6.4,7.6,7.8,8,7,1.4,1046,154.924209594727
5886,3.2,14.3,19.3,12.7,8.1,25,30,0.31,-0.76,97.43,94.72,99.29,105.19,95.81,98.67,93.17,92.79,7.6,7.8,6.8,6.4,6.8,6,7,6.2,1.3,966,108.601089477539
2759,5.6,9.3,19,11.5,10.8,29.5,27,0.28,-0.87,96.85,96.25,101,104.98,95.42,97.11,93.74,93.45,7.6,6.4,6.6,6.2,6.8,7.6,8,6.2,1.7,990,107.690742492676
12416,5.3,3.4,18.7,3.9,4.3,35,28,0.23,0.96,100.89,96.14,97.42,98.2,97.52,101.88,95.11,103.58,6.4,7.6,7.4,6.6,6.4,6.8,7.8,7.2,1.4,1012,149.126159667969
14720,1.3,2,1,6,3.6,26.5,26.5,3.95,1.36,98.11,97.08,98,98.11,103.19,98.11,99.37,97.91,6.4,7,7.2,6.2,7.4,7.4,6.6,6.8,1.3,1052,175.885955810547
4026,4.7,5.2,11.9,8.8,8,30.5,25,2.64,-8.46,103.53,103.32,101.5,101.47,100.69,103.33,101.2,99.59,6.2,6.2,7.4,6.8,6,6.2,8,7.8,1.4,920,124.496955871582
13123,8.9,4.2,10.7,5.1,7.1,34.5,33,3.02,-9.22,101.5,101.36,100.1,101.88,100.29,103.73,100.8,102.11,7.2,8,6.4,6.6,7.6,7.2,7.6,6.6,1.8,972,108.238006591797
4481,5.9,5.4,11.3,3.9,6.1,35,28.5,2.91,-8.77,102.01,101.98,100.6,101.16,100.59,103.22,101.8,101.51,7.8,6.6,7,6.4,7.2,6,7.8,6.2,1.8,1034,141.73356628418
13433,6,1.5,3.3,4.5,4.8,26,27,4.2,1.36,99.6,97.18,96.14,101.08,105.36,98.21,96.14,97.22,6.8,7.2,6.6,7.8,7.2,7,7.8,7,1.7,928,135.304077148438
11306,0.3,6.4,22.1,4.3,4.6,33,35,0.25,0.99,103.12,97.3,100.88,101.1,97.02,100.96,95.97,105.56,7.6,7,6.4,7.8,6.4,6.6,6.4,7.2,1.2,1022,150.879516601563
5611,3.2,2.1,2.4,0.3,9.7,25,34.5,3.05,4.68,130.32,115.01,125.03,126.45,122.21,126.6,112.81,117.84,6,7.8,7.4,6.6,8,6.2,6.8,6.2,1.6,994,119.2236328125
13305,3,5.7,0.3,6,2.1,25.5,31.5,1.83,-4.55,98.6,102.72,99.27,103.22,105.35,96.72,106.55,104.95,7.4,6.4,7.2,7.4,6.4,7.6,6.4,7.4,1.6,1036,153.447479248047
3155,7.2,5.9,1,1,7,26,32,4.13,0.76,102.18,104.57,98.8,100.17,108.32,90.61,111,109.84,7.6,6.2,6.2,6.2,6,6.4,8,7.6,1.5,968,111.90340423584
670,1.2,2.2,0.8,3.1,4.6,32.5,27.5,1.89,-4.65,97.81,100.7,100.79,103.12,103.68,97.02,108.27,105.36,6.2,6.6,7.6,7.8,7.6,6.6,7.2,7.4,1.5,996,114.263473510742
611,8.7,13.1,24.7,14.5,9.1,26.5,32,-3.37,-5.28,99.8,99.18,101.85,103.53,96.82,94.03,112.78,106.18,7.6,6.8,7.2,6.2,7.6,7.6,6.4,8,1.2,912,115.699836730957
16147,3.3,10.9,11.6,7.4,4.5,29,29.5,19.4,-3.2,97.12,98.29,131.8,132.38,129.83,129.35,101.04,103.01,7.2,7.8,7,6.4,6.8,7.2,6.6,7,1.3,1020,166.360153198242
3800,5.2,14.3,19.3,16.9,10.8,31,27.5,0.27,-0.77,97.24,96.15,100.09,107.3,97.06,97.4,93.46,93.73,6,7,7,6,6,8,7.8,7.4,1.7,970,94.1949768066406
13699,2.7,4.1,20.1,5.4,2.5,34.5,32,0.24,1.04,101.4,98.28,99.1,100.7,99.09,101.06,94.54,102.02,7.2,7.2,6.6,7.2,8,6.2,7.4,7.6,1.6,960,125.294090270996
13533,13.2,9.4,28.3,11.5,18.8,25.5,27,-3.39,0.56,87.7,85.84,91.36,93.21,90.65,95.5,84.25,86.12,6.2,7.2,7.6,7.6,8,7,7.4,7.6,1.7,970,92.4870223999023
14846,1.7,2.2,1.8,2.7,2.2,27.5,35,1.9,-4.51,97.12,100.7,103.33,101.9,106.28,99.65,108.91,102.47,8,7.6,6.8,6.4,7,6.4,6.8,6.4,1.6,936,114.656623840332
6576,14.9,4.1,21.5,6.2,16.5,33.5,27,3.56,-8.5,96.59,99.86,97.02,97.22,98.88,100.8,101.09,98.69,7,7.2,6,6.6,6.6,6.8,8,7.2,1.3,968,125.66162109375
16907,20.2,3.1,29.5,3.7,20.9,31,33,24.77,0.28,96.43,97.81,151.58,154.92,142.38,144.43,100.56,102.4,6.8,6.2,6.4,7,7.8,7.2,6.8,7.6,1.4,934,109.69458770752
2608,8.2,9.5,26.3,12.1,6.5,31,26.5,-3.73,-4.49,100.09,96.24,101.23,101.17,97.21,93.38,108.78,105.12,6,7.4,7.8,7,7.6,7.2,8,7,1.5,1028,114.557518005371
4989,5.6,11.5,4.4,5.9,0.1,32,32.5,0,-3.89,116.56,114.64,87.28,106.59,99.19,122.19,82.1,92.32,6,6,7,7.2,6.8,6,7.2,7,1.5,1006,137.161087036133
7816,9.3,9.6,28.4,10.9,9.6,29.5,35,-3.19,-4.59,100.89,99.38,101.75,102.3,95.84,94.59,112.67,108.2,7,6.8,7,8,7.2,8,6.8,6.6,1.5,1014,135.776321411133
10733,4.5,6.3,1.3,4.6,7.2,33.5,29,4.24,0.8,104.55,105.21,100.8,100.08,105.97,91.62,114.15,106.17,6.2,7,6,7.4,7.8,6.6,6.6,7.6,1.7,1032,104.992607116699
13251,1.1,2.1,1.6,0.6,5.7,30.5,25.5,3.82,1.61,98.51,95.92,97.8,100.59,103.81,98.31,97.51,99.3,7.6,6.6,7.4,6.4,7,8,7.8,6.4,1.6,1024,156.037139892578
10801,4.7,1.6,0.6,2.5,8.4,30,28.5,3.27,0,67.23,98.98,101.1,92.89,111.6,101.6,102.11,99.29,6,7.8,7.6,8,7.8,6.2,7.4,6.2,1.2,938,164.015106201172
4042,0.7,14,5.7,15.4,1.6,32.5,31,-9.28,-1.1,10.19,82.97,102.92,90.95,93.45,82.15,105.7,12.31,7.6,8,6.4,6.2,7.2,6,7.8,6.6,1.3,1006,139.030548095703
